Date,Order_ID,Dish_Name,Ingredient_Name,Quantity_Used,Unit,Stock_Available
2023-01-20,ORD-20230120-3934,Spaghetti Bolognese,Pasta,0.2,kg,23.8
2023-01-20,ORD-20230120-3934,Spaghetti Bolognese,Tomato Sauce,0.15,liter,12.35
2023-01-20,ORD-20230120-3934,Spaghetti Bolognese,Ground Beef,0.15,kg,20.35
2023-01-20,ORD-20230120-3934,Spaghetti Bolognese,Onion,0.05,kg,15.61
2023-01-20,ORD-20230120-4016,Caesar Salad,Lettuce,0.5,head,29.3
2023-01-20,ORD-20230120-4016,Caesar Salad,Tomatoes,0.2,kg,11.3
2023-01-20,ORD-20230120-4016,Caesar Salad,Mozzarella Cheese,0.05,kg,10.7
2023-01-20,ORD-20230120-9682,Cheeseburger,Burger Bun,1,piece,57
2023-01-20,ORD-20230120-9682,Cheeseburger,Burger Patty,1,piece,17
2023-01-20,ORD-20230120-9682,Cheeseburger,Mozzarella Cheese,0.05,kg,10.65
2023-01-20,ORD-20230120-9682,Cheeseburger,Lettuce,0.1,head,29.2
2023-01-20,ORD-20230120-9682,Cheeseburger,Tomatoes,0.05,kg,11.25
2023-01-20,ORD-20230120-9682,Cheeseburger,Onion,0.02,kg,15.59
2023-01-20,ORD-20230120-9268,Margherita Pizza,Pizza Dough,1,ball,59
2023-01-20,ORD-20230120-9268,Margherita Pizza,Tomato Sauce,0.2,liter,12.15
2023-01-20,ORD-20230120-9268,Margherita Pizza,Mozzarella Cheese,0.25,kg,10.4
2023-01-20,ORD-20230120-8583,Pepperoni Pizza,Pizza Dough,1,ball,58
2023-01-20,ORD-20230120-8583,Pepperoni Pizza,Tomato Sauce,0.2,liter,11.95
2023-01-20,ORD-20230120-8583,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,10.2
2023-01-20,ORD-20230120-8583,Pepperoni Pizza,Pepperoni,0.1,kg,6.0
2023-01-20,ORD-20230120-9536,Cheeseburger,Burger Bun,1,piece,56
2023-01-20,ORD-20230120-9536,Cheeseburger,Burger Patty,1,piece,16
2023-01-20,ORD-20230120-9536,Cheeseburger,Mozzarella Cheese,0.05,kg,10.15
2023-01-20,ORD-20230120-9536,Cheeseburger,Lettuce,0.1,head,29.1
2023-01-20,ORD-20230120-9536,Cheeseburger,Tomatoes,0.05,kg,11.2
2023-01-20,ORD-20230120-9536,Cheeseburger,Onion,0.02,kg,15.57
2023-01-20,ORD-20230120-5733,Cheeseburger,Burger Bun,1,piece,55
2023-01-20,ORD-20230120-5733,Cheeseburger,Burger Patty,1,piece,15
2023-01-20,ORD-20230120-5733,Cheeseburger,Mozzarella Cheese,0.05,kg,10.1
2023-01-20,ORD-20230120-5733,Cheeseburger,Lettuce,0.1,head,29.0
2023-01-20,ORD-20230120-5733,Cheeseburger,Tomatoes,0.05,kg,11.15
2023-01-20,ORD-20230120-5733,Cheeseburger,Onion,0.02,kg,15.55
2023-01-20,ORD-20230120-9886,Caesar Salad,Lettuce,0.5,head,28.5
2023-01-20,ORD-20230120-9886,Caesar Salad,Tomatoes,0.2,kg,10.95
2023-01-20,ORD-20230120-9886,Caesar Salad,Mozzarella Cheese,0.05,kg,10.05
2023-01-20,ORD-20230120-4719,Cheeseburger,Burger Bun,1,piece,54
2023-01-20,ORD-20230120-4719,Cheeseburger,Burger Patty,1,piece,14
2023-01-20,ORD-20230120-4719,Cheeseburger,Mozzarella Cheese,0.05,kg,10.0
2023-01-20,ORD-20230120-4719,Cheeseburger,Lettuce,0.1,head,28.4
2023-01-20,ORD-20230120-4719,Cheeseburger,Tomatoes,0.05,kg,10.9
2023-01-20,ORD-20230120-4719,Cheeseburger,Onion,0.02,kg,15.53
2023-01-20,ORD-20230120-3572,Cheeseburger,Burger Bun,1,piece,53
2023-01-20,ORD-20230120-3572,Cheeseburger,Burger Patty,1,piece,13
2023-01-20,ORD-20230120-3572,Cheeseburger,Mozzarella Cheese,0.05,kg,9.95
2023-01-20,ORD-20230120-3572,Cheeseburger,Lettuce,0.1,head,28.3
2023-01-20,ORD-20230120-3572,Cheeseburger,Tomatoes,0.05,kg,10.85
2023-01-20,ORD-20230120-3572,Cheeseburger,Onion,0.02,kg,15.51
2023-01-20,ORD-20230120-6525,Spaghetti Bolognese,Pasta,0.2,kg,23.6
2023-01-20,ORD-20230120-6525,Spaghetti Bolognese,Tomato Sauce,0.15,liter,11.8
2023-01-20,ORD-20230120-6525,Spaghetti Bolognese,Ground Beef,0.15,kg,20.2
2023-01-20,ORD-20230120-6525,Spaghetti Bolognese,Onion,0.05,kg,15.46
2023-01-20,ORD-20230120-2321,Pepperoni Pizza,Pizza Dough,1,ball,57
2023-01-20,ORD-20230120-2321,Pepperoni Pizza,Tomato Sauce,0.2,liter,11.6
2023-01-20,ORD-20230120-2321,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,9.75
2023-01-20,ORD-20230120-2321,Pepperoni Pizza,Pepperoni,0.1,kg,5.9
2023-01-20,ORD-20230120-9959,Margherita Pizza,Pizza Dough,1,ball,56
2023-01-20,ORD-20230120-9959,Margherita Pizza,Tomato Sauce,0.2,liter,11.4
2023-01-20,ORD-20230120-9959,Margherita Pizza,Mozzarella Cheese,0.25,kg,9.5
2023-01-20,ORD-20230120-2782,Spaghetti Bolognese,Pasta,0.2,kg,23.4
2023-01-20,ORD-20230120-2782,Spaghetti Bolognese,Tomato Sauce,0.15,liter,11.25
2023-01-20,ORD-20230120-2782,Spaghetti Bolognese,Ground Beef,0.15,kg,20.05
2023-01-20,ORD-20230120-2782,Spaghetti Bolognese,Onion,0.05,kg,15.41
2023-01-20,ORD-20230120-3900,Caesar Salad,Lettuce,0.5,head,27.8
2023-01-20,ORD-20230120-3900,Caesar Salad,Tomatoes,0.2,kg,10.65
2023-01-20,ORD-20230120-3900,Caesar Salad,Mozzarella Cheese,0.05,kg,9.45
2023-01-20,ORD-20230120-8882,Spaghetti Bolognese,Pasta,0.2,kg,23.2
2023-01-20,ORD-20230120-8882,Spaghetti Bolognese,Tomato Sauce,0.15,liter,11.1
2023-01-20,ORD-20230120-8882,Spaghetti Bolognese,Ground Beef,0.15,kg,19.9
2023-01-20,ORD-20230120-8882,Spaghetti Bolognese,Onion,0.05,kg,15.36
2023-01-21,ORD-20230121-4779,Cheeseburger,Burger Bun,1,piece,52
2023-01-21,ORD-20230121-4779,Cheeseburger,Burger Patty,1,piece,52
2023-01-21,ORD-20230121-4779,Cheeseburger,Mozzarella Cheese,0.05,kg,9.4
2023-01-21,ORD-20230121-4779,Cheeseburger,Lettuce,0.1,head,27.7
2023-01-21,ORD-20230121-4779,Cheeseburger,Tomatoes,0.05,kg,10.6
2023-01-21,ORD-20230121-4779,Cheeseburger,Onion,0.02,kg,15.34
2023-01-21,ORD-20230121-4541,Spaghetti Bolognese,Pasta,0.2,kg,23.0
2023-01-21,ORD-20230121-4541,Spaghetti Bolognese,Tomato Sauce,0.15,liter,10.95
2023-01-21,ORD-20230121-4541,Spaghetti Bolognese,Ground Beef,0.15,kg,19.75
2023-01-21,ORD-20230121-4541,Spaghetti Bolognese,Onion,0.05,kg,15.29
2023-01-21,ORD-20230121-1322,Caesar Salad,Lettuce,0.5,head,27.2
2023-01-21,ORD-20230121-1322,Caesar Salad,Tomatoes,0.2,kg,10.4
2023-01-21,ORD-20230121-1322,Caesar Salad,Mozzarella Cheese,0.05,kg,9.35
2023-01-21,ORD-20230121-8949,Pepperoni Pizza,Pizza Dough,1,ball,55
2023-01-21,ORD-20230121-8949,Pepperoni Pizza,Tomato Sauce,0.2,liter,10.75
2023-01-21,ORD-20230121-8949,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,9.15
2023-01-21,ORD-20230121-8949,Pepperoni Pizza,Pepperoni,0.1,kg,5.8
2023-01-21,ORD-20230121-9328,Cheeseburger,Burger Bun,1,piece,51
2023-01-21,ORD-20230121-9328,Cheeseburger,Burger Patty,1,piece,51
2023-01-21,ORD-20230121-9328,Cheeseburger,Mozzarella Cheese,0.05,kg,9.1
2023-01-21,ORD-20230121-9328,Cheeseburger,Lettuce,0.1,head,27.1
2023-01-21,ORD-20230121-9328,Cheeseburger,Tomatoes,0.05,kg,10.35
2023-01-21,ORD-20230121-9328,Cheeseburger,Onion,0.02,kg,15.27
2023-01-21,ORD-20230121-1316,Pepperoni Pizza,Pizza Dough,1,ball,54
2023-01-21,ORD-20230121-1316,Pepperoni Pizza,Tomato Sauce,0.2,liter,10.55
2023-01-21,ORD-20230121-1316,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,8.9
2023-01-21,ORD-20230121-1316,Pepperoni Pizza,Pepperoni,0.1,kg,5.7
2023-01-21,ORD-20230121-6210,Pepperoni Pizza,Pizza Dough,1,ball,53
2023-01-21,ORD-20230121-6210,Pepperoni Pizza,Tomato Sauce,0.2,liter,10.35
2023-01-21,ORD-20230121-6210,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,8.7
2023-01-21,ORD-20230121-6210,Pepperoni Pizza,Pepperoni,0.1,kg,5.6
2023-01-21,ORD-20230121-8899,Cheeseburger,Burger Bun,1,piece,50
2023-01-21,ORD-20230121-8899,Cheeseburger,Burger Patty,1,piece,50
2023-01-21,ORD-20230121-8899,Cheeseburger,Mozzarella Cheese,0.05,kg,8.65
2023-01-21,ORD-20230121-8899,Cheeseburger,Lettuce,0.1,head,27.0
2023-01-21,ORD-20230121-8899,Cheeseburger,Tomatoes,0.05,kg,10.3
2023-01-21,ORD-20230121-8899,Cheeseburger,Onion,0.02,kg,15.25
2023-01-21,ORD-20230121-7916,Cheeseburger,Burger Bun,1,piece,49
2023-01-21,ORD-20230121-7916,Cheeseburger,Burger Patty,1,piece,49
2023-01-21,ORD-20230121-7916,Cheeseburger,Mozzarella Cheese,0.05,kg,8.6
2023-01-21,ORD-20230121-7916,Cheeseburger,Lettuce,0.1,head,26.9
2023-01-21,ORD-20230121-7916,Cheeseburger,Tomatoes,0.05,kg,10.25
2023-01-21,ORD-20230121-7916,Cheeseburger,Onion,0.02,kg,15.23
2023-01-21,ORD-20230121-1604,Cheeseburger,Burger Bun,1,piece,48
2023-01-21,ORD-20230121-1604,Cheeseburger,Burger Patty,1,piece,48
2023-01-21,ORD-20230121-1604,Cheeseburger,Mozzarella Cheese,0.05,kg,8.55
2023-01-21,ORD-20230121-1604,Cheeseburger,Lettuce,0.1,head,26.8
2023-01-21,ORD-20230121-1604,Cheeseburger,Tomatoes,0.05,kg,10.2
2023-01-21,ORD-20230121-1604,Cheeseburger,Onion,0.02,kg,15.21
2023-01-21,ORD-20230121-8292,Cheeseburger,Burger Bun,1,piece,47
2023-01-21,ORD-20230121-8292,Cheeseburger,Burger Patty,1,piece,47
2023-01-21,ORD-20230121-8292,Cheeseburger,Mozzarella Cheese,0.05,kg,8.5
2023-01-21,ORD-20230121-8292,Cheeseburger,Lettuce,0.1,head,26.7
2023-01-21,ORD-20230121-8292,Cheeseburger,Tomatoes,0.05,kg,10.15
2023-01-21,ORD-20230121-8292,Cheeseburger,Onion,0.02,kg,15.19
2023-01-21,ORD-20230121-9957,Pepperoni Pizza,Pizza Dough,1,ball,52
2023-01-21,ORD-20230121-9957,Pepperoni Pizza,Tomato Sauce,0.2,liter,10.15
2023-01-21,ORD-20230121-9957,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,8.3
2023-01-21,ORD-20230121-9957,Pepperoni Pizza,Pepperoni,0.1,kg,5.5
2023-01-21,ORD-20230121-9653,Caesar Salad,Lettuce,0.5,head,26.2
2023-01-21,ORD-20230121-9653,Caesar Salad,Tomatoes,0.2,kg,9.95
2023-01-21,ORD-20230121-9653,Caesar Salad,Mozzarella Cheese,0.05,kg,8.25
2023-01-21,ORD-20230121-4188,Margherita Pizza,Pizza Dough,1,ball,51
2023-01-21,ORD-20230121-4188,Margherita Pizza,Tomato Sauce,0.2,liter,9.95
2023-01-21,ORD-20230121-4188,Margherita Pizza,Mozzarella Cheese,0.25,kg,8.0
2023-01-21,ORD-20230121-8042,Margherita Pizza,Pizza Dough,1,ball,50
2023-01-21,ORD-20230121-8042,Margherita Pizza,Tomato Sauce,0.2,liter,9.75
2023-01-21,ORD-20230121-8042,Margherita Pizza,Mozzarella Cheese,0.25,kg,7.75
2023-01-21,ORD-20230121-8121,Margherita Pizza,Pizza Dough,1,ball,49
2023-01-21,ORD-20230121-8121,Margherita Pizza,Tomato Sauce,0.2,liter,9.55
2023-01-21,ORD-20230121-8121,Margherita Pizza,Mozzarella Cheese,0.25,kg,7.5
2023-01-21,ORD-20230121-2582,Spaghetti Bolognese,Pasta,0.2,kg,22.8
2023-01-21,ORD-20230121-2582,Spaghetti Bolognese,Tomato Sauce,0.15,liter,9.4
2023-01-21,ORD-20230121-2582,Spaghetti Bolognese,Ground Beef,0.15,kg,19.6
2023-01-21,ORD-20230121-2582,Spaghetti Bolognese,Onion,0.05,kg,15.14
2023-01-21,ORD-20230121-3901,Caesar Salad,Lettuce,0.5,head,25.7
2023-01-21,ORD-20230121-3901,Caesar Salad,Tomatoes,0.2,kg,9.75
2023-01-21,ORD-20230121-3901,Caesar Salad,Mozzarella Cheese,0.05,kg,7.45
2023-01-21,ORD-20230121-6508,Caesar Salad,Lettuce,0.5,head,25.2
2023-01-21,ORD-20230121-6508,Caesar Salad,Tomatoes,0.2,kg,9.55
2023-01-21,ORD-20230121-6508,Caesar Salad,Mozzarella Cheese,0.05,kg,7.4
2023-01-21,ORD-20230121-4029,Margherita Pizza,Pizza Dough,1,ball,48
2023-01-21,ORD-20230121-4029,Margherita Pizza,Tomato Sauce,0.2,liter,9.2
2023-01-21,ORD-20230121-4029,Margherita Pizza,Mozzarella Cheese,0.25,kg,7.15
2023-01-21,ORD-20230121-4918,Spaghetti Bolognese,Pasta,0.2,kg,22.6
2023-01-21,ORD-20230121-4918,Spaghetti Bolognese,Tomato Sauce,0.15,liter,9.05
2023-01-21,ORD-20230121-4918,Spaghetti Bolognese,Ground Beef,0.15,kg,19.45
2023-01-21,ORD-20230121-4918,Spaghetti Bolognese,Onion,0.05,kg,15.09
2023-01-21,ORD-20230121-6993,Pepperoni Pizza,Pizza Dough,1,ball,47
2023-01-21,ORD-20230121-6993,Pepperoni Pizza,Tomato Sauce,0.2,liter,8.85
2023-01-21,ORD-20230121-6993,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,6.95
2023-01-21,ORD-20230121-6993,Pepperoni Pizza,Pepperoni,0.1,kg,5.4
2023-01-21,ORD-20230121-4073,Spaghetti Bolognese,Pasta,0.2,kg,22.4
2023-01-21,ORD-20230121-4073,Spaghetti Bolognese,Tomato Sauce,0.15,liter,8.7
2023-01-21,ORD-20230121-4073,Spaghetti Bolognese,Ground Beef,0.15,kg,19.3
2023-01-21,ORD-20230121-4073,Spaghetti Bolognese,Onion,0.05,kg,15.04
2023-01-21,ORD-20230121-9936,Margherita Pizza,Pizza Dough,1,ball,46
2023-01-21,ORD-20230121-9936,Margherita Pizza,Tomato Sauce,0.2,liter,8.5
2023-01-21,ORD-20230121-9936,Margherita Pizza,Mozzarella Cheese,0.25,kg,6.7
2023-01-21,ORD-20230121-9723,Pepperoni Pizza,Pizza Dough,1,ball,45
2023-01-21,ORD-20230121-9723,Pepperoni Pizza,Tomato Sauce,0.2,liter,8.3
2023-01-21,ORD-20230121-9723,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,6.5
2023-01-21,ORD-20230121-9723,Pepperoni Pizza,Pepperoni,0.1,kg,5.3
2023-01-22,ORD-20230122-7683,Cheeseburger,Burger Bun,1,piece,46
2023-01-22,ORD-20230122-7683,Cheeseburger,Burger Patty,1,piece,46
2023-01-22,ORD-20230122-7683,Cheeseburger,Mozzarella Cheese,0.05,kg,6.45
2023-01-22,ORD-20230122-7683,Cheeseburger,Lettuce,0.1,head,25.1
2023-01-22,ORD-20230122-7683,Cheeseburger,Tomatoes,0.05,kg,9.5
2023-01-22,ORD-20230122-7683,Cheeseburger,Onion,0.02,kg,15.02
2023-01-22,ORD-20230122-3620,Cheeseburger,Burger Bun,1,piece,45
2023-01-22,ORD-20230122-3620,Cheeseburger,Burger Patty,1,piece,45
2023-01-22,ORD-20230122-3620,Cheeseburger,Mozzarella Cheese,0.05,kg,6.4
2023-01-22,ORD-20230122-3620,Cheeseburger,Lettuce,0.1,head,25.0
2023-01-22,ORD-20230122-3620,Cheeseburger,Tomatoes,0.05,kg,9.45
2023-01-22,ORD-20230122-3620,Cheeseburger,Onion,0.02,kg,15.0
2023-01-22,ORD-20230122-3398,Margherita Pizza,Pizza Dough,1,ball,44
2023-01-22,ORD-20230122-3398,Margherita Pizza,Tomato Sauce,0.2,liter,28.1
2023-01-22,ORD-20230122-3398,Margherita Pizza,Mozzarella Cheese,0.25,kg,6.15
2023-01-22,ORD-20230122-6353,Margherita Pizza,Pizza Dough,1,ball,43
2023-01-22,ORD-20230122-6353,Margherita Pizza,Tomato Sauce,0.2,liter,27.9
2023-01-22,ORD-20230122-6353,Margherita Pizza,Mozzarella Cheese,0.25,kg,5.9
2023-01-22,ORD-20230122-2867,Pepperoni Pizza,Pizza Dough,1,ball,42
2023-01-22,ORD-20230122-2867,Pepperoni Pizza,Tomato Sauce,0.2,liter,27.7
2023-01-22,ORD-20230122-2867,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,5.7
2023-01-22,ORD-20230122-2867,Pepperoni Pizza,Pepperoni,0.1,kg,5.2
2023-01-22,ORD-20230122-7839,Pepperoni Pizza,Pizza Dough,1,ball,41
2023-01-22,ORD-20230122-7839,Pepperoni Pizza,Tomato Sauce,0.2,liter,27.5
2023-01-22,ORD-20230122-7839,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,5.5
2023-01-22,ORD-20230122-7839,Pepperoni Pizza,Pepperoni,0.1,kg,5.1
2023-01-22,ORD-20230122-6276,Cheeseburger,Burger Bun,1,piece,44
2023-01-22,ORD-20230122-6276,Cheeseburger,Burger Patty,1,piece,44
2023-01-22,ORD-20230122-6276,Cheeseburger,Mozzarella Cheese,0.05,kg,5.45
2023-01-22,ORD-20230122-6276,Cheeseburger,Lettuce,0.1,head,24.9
2023-01-22,ORD-20230122-6276,Cheeseburger,Tomatoes,0.05,kg,9.4
2023-01-22,ORD-20230122-6276,Cheeseburger,Onion,0.02,kg,14.98
2023-01-22,ORD-20230122-2649,Pepperoni Pizza,Pizza Dough,1,ball,40
2023-01-22,ORD-20230122-2649,Pepperoni Pizza,Tomato Sauce,0.2,liter,27.3
2023-01-22,ORD-20230122-2649,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,5.25
2023-01-22,ORD-20230122-2649,Pepperoni Pizza,Pepperoni,0.1,kg,5.0
2023-01-22,ORD-20230122-2339,Pepperoni Pizza,Pizza Dough,1,ball,39
2023-01-22,ORD-20230122-2339,Pepperoni Pizza,Tomato Sauce,0.2,liter,27.1
2023-01-22,ORD-20230122-2339,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,5.05
2023-01-22,ORD-20230122-2339,Pepperoni Pizza,Pepperoni,0.1,kg,4.9
2023-01-22,ORD-20230122-4697,Cheeseburger,Burger Bun,1,piece,43
2023-01-22,ORD-20230122-4697,Cheeseburger,Burger Patty,1,piece,43
2023-01-22,ORD-20230122-4697,Cheeseburger,Mozzarella Cheese,0.05,kg,5.0
2023-01-22,ORD-20230122-4697,Cheeseburger,Lettuce,0.1,head,24.8
2023-01-22,ORD-20230122-4697,Cheeseburger,Tomatoes,0.05,kg,9.35
2023-01-22,ORD-20230122-4697,Cheeseburger,Onion,0.02,kg,14.96
2023-01-22,ORD-20230122-2256,Caesar Salad,Lettuce,0.5,head,24.3
2023-01-22,ORD-20230122-2256,Caesar Salad,Tomatoes,0.2,kg,9.15
2023-01-22,ORD-20230122-2256,Caesar Salad,Mozzarella Cheese,0.05,kg,4.95
2023-01-22,ORD-20230122-8820,Spaghetti Bolognese,Pasta,0.2,kg,22.2
2023-01-22,ORD-20230122-8820,Spaghetti Bolognese,Tomato Sauce,0.15,liter,26.95
2023-01-22,ORD-20230122-8820,Spaghetti Bolognese,Ground Beef,0.15,kg,19.15
2023-01-22,ORD-20230122-8820,Spaghetti Bolognese,Onion,0.05,kg,14.91
2023-01-22,ORD-20230122-6882,Pepperoni Pizza,Pizza Dough,1,ball,38
2023-01-22,ORD-20230122-6882,Pepperoni Pizza,Tomato Sauce,0.2,liter,26.75
2023-01-22,ORD-20230122-6882,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,4.75
2023-01-22,ORD-20230122-6882,Pepperoni Pizza,Pepperoni,0.1,kg,4.8
2023-01-22,ORD-20230122-9475,Margherita Pizza,Pizza Dough,1,ball,37
2023-01-22,ORD-20230122-9475,Margherita Pizza,Tomato Sauce,0.2,liter,26.55
2023-01-22,ORD-20230122-9475,Margherita Pizza,Mozzarella Cheese,0.25,kg,4.5
2023-01-22,ORD-20230122-1531,Pepperoni Pizza,Pizza Dough,1,ball,36
2023-01-22,ORD-20230122-1531,Pepperoni Pizza,Tomato Sauce,0.2,liter,26.35
2023-01-22,ORD-20230122-1531,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,4.3
2023-01-22,ORD-20230122-1531,Pepperoni Pizza,Pepperoni,0.1,kg,4.7
2023-01-22,ORD-20230122-6956,Pepperoni Pizza,Pizza Dough,1,ball,35
2023-01-22,ORD-20230122-6956,Pepperoni Pizza,Tomato Sauce,0.2,liter,26.15
2023-01-22,ORD-20230122-6956,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,4.1
2023-01-22,ORD-20230122-6956,Pepperoni Pizza,Pepperoni,0.1,kg,4.6
2023-01-22,ORD-20230122-6743,Margherita Pizza,Pizza Dough,1,ball,34
2023-01-22,ORD-20230122-6743,Margherita Pizza,Tomato Sauce,0.2,liter,25.95
2023-01-22,ORD-20230122-6743,Margherita Pizza,Mozzarella Cheese,0.25,kg,3.85
2023-01-22,ORD-20230122-2552,Caesar Salad,Lettuce,0.5,head,23.8
2023-01-22,ORD-20230122-2552,Caesar Salad,Tomatoes,0.2,kg,8.95
2023-01-22,ORD-20230122-2552,Caesar Salad,Mozzarella Cheese,0.05,kg,3.8
2023-01-22,ORD-20230122-1198,Cheeseburger,Burger Bun,1,piece,42
2023-01-22,ORD-20230122-1198,Cheeseburger,Burger Patty,1,piece,42
2023-01-22,ORD-20230122-1198,Cheeseburger,Mozzarella Cheese,0.05,kg,3.75
2023-01-22,ORD-20230122-1198,Cheeseburger,Lettuce,0.1,head,23.7
2023-01-22,ORD-20230122-1198,Cheeseburger,Tomatoes,0.05,kg,8.9
2023-01-22,ORD-20230122-1198,Cheeseburger,Onion,0.02,kg,14.89
2023-01-22,ORD-20230122-2144,Margherita Pizza,Pizza Dough,1,ball,33
2023-01-22,ORD-20230122-2144,Margherita Pizza,Tomato Sauce,0.2,liter,25.75
2023-01-22,ORD-20230122-2144,Margherita Pizza,Mozzarella Cheese,0.25,kg,3.5
2023-01-22,ORD-20230122-7330,Margherita Pizza,Pizza Dough,1,ball,32
2023-01-22,ORD-20230122-7330,Margherita Pizza,Tomato Sauce,0.2,liter,25.55
2023-01-22,ORD-20230122-7330,Margherita Pizza,Mozzarella Cheese,0.25,kg,3.25
2023-01-22,ORD-20230122-2264,Cheeseburger,Burger Bun,1,piece,41
2023-01-22,ORD-20230122-2264,Cheeseburger,Burger Patty,1,piece,41
2023-01-22,ORD-20230122-2264,Cheeseburger,Mozzarella Cheese,0.05,kg,3.2
2023-01-22,ORD-20230122-2264,Cheeseburger,Lettuce,0.1,head,23.6
2023-01-22,ORD-20230122-2264,Cheeseburger,Tomatoes,0.05,kg,8.85
2023-01-22,ORD-20230122-2264,Cheeseburger,Onion,0.02,kg,14.87
2023-01-22,ORD-20230122-1543,Spaghetti Bolognese,Pasta,0.2,kg,22.0
2023-01-22,ORD-20230122-1543,Spaghetti Bolognese,Tomato Sauce,0.15,liter,25.4
2023-01-22,ORD-20230122-1543,Spaghetti Bolognese,Ground Beef,0.15,kg,19.0
2023-01-22,ORD-20230122-1543,Spaghetti Bolognese,Onion,0.05,kg,14.82
2023-01-22,ORD-20230122-5619,Caesar Salad,Lettuce,0.5,head,23.1
2023-01-22,ORD-20230122-5619,Caesar Salad,Tomatoes,0.2,kg,8.65
2023-01-22,ORD-20230122-5619,Caesar Salad,Mozzarella Cheese,0.05,kg,3.15
2023-01-22,ORD-20230122-4741,Caesar Salad,Lettuce,0.5,head,22.6
2023-01-22,ORD-20230122-4741,Caesar Salad,Tomatoes,0.2,kg,8.45
2023-01-22,ORD-20230122-4741,Caesar Salad,Mozzarella Cheese,0.05,kg,3.1
2023-01-22,ORD-20230122-2291,Pepperoni Pizza,Pizza Dough,1,ball,31
2023-01-22,ORD-20230122-2291,Pepperoni Pizza,Tomato Sauce,0.2,liter,25.2
2023-01-22,ORD-20230122-2291,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,2.9
2023-01-22,ORD-20230122-2291,Pepperoni Pizza,Pepperoni,0.1,kg,4.5
2023-01-22,ORD-20230122-5319,Spaghetti Bolognese,Pasta,0.2,kg,21.8
2023-01-22,ORD-20230122-5319,Spaghetti Bolognese,Tomato Sauce,0.15,liter,25.05
2023-01-22,ORD-20230122-5319,Spaghetti Bolognese,Ground Beef,0.15,kg,18.85
2023-01-22,ORD-20230122-5319,Spaghetti Bolognese,Onion,0.05,kg,14.77
2023-01-22,ORD-20230122-8716,Spaghetti Bolognese,Pasta,0.2,kg,21.6
2023-01-22,ORD-20230122-8716,Spaghetti Bolognese,Tomato Sauce,0.15,liter,24.9
2023-01-22,ORD-20230122-8716,Spaghetti Bolognese,Ground Beef,0.15,kg,18.7
2023-01-22,ORD-20230122-8716,Spaghetti Bolognese,Onion,0.05,kg,14.72
2023-01-22,ORD-20230122-6654,Cheeseburger,Burger Bun,1,piece,40
2023-01-22,ORD-20230122-6654,Cheeseburger,Burger Patty,1,piece,40
2023-01-22,ORD-20230122-6654,Cheeseburger,Mozzarella Cheese,0.05,kg,2.85
2023-01-22,ORD-20230122-6654,Cheeseburger,Lettuce,0.1,head,22.5
2023-01-22,ORD-20230122-6654,Cheeseburger,Tomatoes,0.05,kg,8.4
2023-01-22,ORD-20230122-6654,Cheeseburger,Onion,0.02,kg,14.7
2023-01-22,ORD-20230122-7478,Caesar Salad,Lettuce,0.5,head,22.0
2023-01-22,ORD-20230122-7478,Caesar Salad,Tomatoes,0.2,kg,8.2
2023-01-22,ORD-20230122-7478,Caesar Salad,Mozzarella Cheese,0.05,kg,2.8
2023-01-22,ORD-20230122-8418,Caesar Salad,Lettuce,0.5,head,21.5
2023-01-22,ORD-20230122-8418,Caesar Salad,Tomatoes,0.2,kg,8.0
2023-01-22,ORD-20230122-8418,Caesar Salad,Mozzarella Cheese,0.05,kg,2.75
2023-01-22,ORD-20230122-2382,Pepperoni Pizza,Pizza Dough,1,ball,30
2023-01-22,ORD-20230122-2382,Pepperoni Pizza,Tomato Sauce,0.2,liter,24.7
2023-01-22,ORD-20230122-2382,Pepperoni Pizza,Mozzarella Cheese,0.2,kg,2.55
2023-01-22,ORD-20230122-2382,Pepperoni Pizza,Pepperoni,0.1,kg,4.4
2023-01-22,ORD-20230122-8031,Margherita Pizza,Pizza Dough,1,ball,29
2023-01-22,ORD-20230122-8031,Margherita Pizza,Tomato Sauce,0.2,liter,24.5
2023-01-22,ORD-20230122-8031,Margherita Pizza,Mozzarella Cheese,0.25,kg,2.3
2023-01-22,ORD-20230122-3703,Spaghetti Bolognese,Pasta,0.2,kg,21.4
2023-01-22,ORD-20230122-3703,Spaghetti Bolognese,Tomato Sauce,0.15,liter,24.35
2023-01-22,ORD-20230122-3703,Spaghetti Bolognese,Ground Beef,0.15,kg,18.55
